B081HQYBJ5,2022,3,16,2022-03-16 00:48:05.575726
B0007X749U,2022,3,16,2022-03-16 00:48:09.748687
B08PCNBWTQ,2022,3,16,2022-03-16 00:48:14.021445
B076RXVCWV,2022,3,16,2022-03-16 00:48:18.174307
B07SNXBLSW,2022,3,16,many compliments,purple shampoos,regular shampoo,love this shampoo,silver shampoo,hair all the time,hair purple,toner,grey,blonde,gray,lavender,platinum,highlights,tint,watery,brass,damaged,gorgeous,stylist,2022-03-16 00:48:24.135257
B0001Y74KO,2022,3,16,2022-03-16 00:48:28.331270
B0001DBM3U,2022,3,16,2022-03-16 00:48:32.487896
B001P1ZEJK,2022,3,16,2022-03-16 00:48:36.626546
B004N0VPIO,2022,3,16,best shampoo,oat protein,long time,shampoo ever,hair soft,little goes,natural hair,love this shampoo,rosemary and mint,goes a long,smells amazing,makes my hair,moisture retention,long way,design essential,hair feeling,last a long,ever used,soft and moisturized,smells great,2022-03-16 00:48:43.292890
B08FVGCWBC,2022,3,16,2022-03-16 00:48:49.365648
B07H3GFG8G,2022,3,16,2022-03-16 00:48:53.578730
B07DCBMPZ1,2022,3,16,2022-03-16 00:48:57.805542
B07NBT7JZT,2022,3,16,2022-03-16 00:49:01.964541
B07WHJ5X6Q,2022,3,16,2022-03-16 00:49:08.604181
B077XC65Y2,2022,3,16,tree to tub,hair loss,hair growth,far so good,activation blend,really like,highly recommend,hair fall,long enough,tea tree,fine hair,give it a try,itchy scalp,natural ingredients,thinning hair,argan oil,started using,love this shampoo,every other day,sensitive skin,2022-03-16 00:49:15.022695
B08LZ1CQRN,2022,3,16,2022-03-16 00:49:19.208779
B006QXBJA0,2022,3,16,2022-03-16 00:49:23.366574
B07H3G8P5F,2022,3,16,2022-03-16 00:49:27.543562
B00JAJ7K14,2022,3,16,2022-03-16 00:49:31.713298
B097F92KR7,2022,3,16,2022-03-16 00:49:35.890541
B009I12STI,2022,3,16,2022-03-16 00:49:40.057285
B084DW1VZM,2022,3,16,grey hair,white hair,shampoo and conditioner,silver hair,salt and pepper,silverati shampoo,beautiful silver,purple shampoos,able to get,worth the price,make sure,naturally white,using for years,hair feeling,gray hair,leaves my hair,dried out my hair,pepper hair,hair soft,nice shampoo,2022-03-16 00:49:46.865138
B08WHW7V5G,2022,3,16,2022-03-16 00:49:51.039565
B00GMOXJF6,2022,3,16,thicker fuller,fine hair,reasonable price,hard to find,fuller hair,able to buy,best shampoo,shampoo and conditioner,long time,works really,leaves my hair,find it in the stores,using this for years,hair when she used,love this shampoo,shampoo is the best,thin hair,shampoo for years,great shampoo,fuller hair shampoo,2022-03-16 00:49:58.887025
B08XKH6FT9,2022,3,16,2022-03-16 00:50:03.080823
B07765PYGS,2022,3,16,2022-03-16 00:50:07.252610
B00YPP8ZJO,2022,3,16,2022-03-16 00:50:11.428151
B008OL3WZC,2022,3,16,2022-03-16 00:50:15.999444
B07MYJ777F,2022,3,16,2022-03-16 00:50:20.169076
B089165CCF,2022,3,16,2022-03-16 00:50:24.319749
B085XJ4HD5,2022,3,16,2022-03-16 00:50:28.494822
B08LY62L11,2022,3,16,2022-03-16 00:50:32.664704
B00KJYPD5E,2022,3,16,2022-03-16 00:50:36.842212
B0934589WQ,2022,3,16,2022-03-16 00:50:41.016374
B093CWGR8R,2022,3,16,2022-03-16 00:50:45.187294
B00G187BFW,2022,3,16,2022-03-16 00:50:49.359123
B07K92VV2V,2022,3,16,2022-03-16 00:50:53.537116
B083DWCWHH,2022,3,16,2022-03-16 00:50:59.798026
B001G7QZ6E,2022,3,16,2022-03-16 00:51:03.973525
B01M0MO257,2022,3,16,2022-03-16 00:51:08.145234
B000GSYRAA,2022,3,16,hair loss,shampoo and conditioner,fine hair,waste the money,smells like,used this shampoo,mens cologne,like men,fine thin,thinning hair,times a week,works well,worth the price,long enough,whole bottle,decided to try,everyday,less hair,great makes,thin fine,2022-03-16 00:51:15.981482
B097F9WTSP,2022,3,16,2022-03-16 00:51:20.148085
B0741BYML6,2022,3,16,hard water,curly hair,malibu c un-do-goo,squeaky clean,clarifying shampoos,works great,without drying,every two weeks,deep conditioner,twice a month,smells great,feel like,even though,undo goo,leaked all over the box,great job,highly recommend,plastic bag,moisturizing shampoo,like straw,2022-03-16 00:51:26.602155
B07ZPPSN6H,2022,3,16,2022-03-16 00:51:30.788510
B01LWKMUCM,2022,3,16,2022-03-16 00:51:34.944601
B0001422UQ,2022,3,16,2022-03-16 00:51:39.121809
B0796M28ST,2022,3,16,2022-03-16 00:51:43.294404
B07SNW25P3,2022,3,16,2022-03-16 00:51:47.467489
B01M7XSYF5,2022,3,16,2022-03-16 00:51:51.638754
B097FFNFZQ,2022,3,16,2022-03-16 00:51:55.808602
B07LGHX5DR,2022,3,16,2022-03-16 00:51:59.968124
B08LYGFG8B,2022,3,16,shampoo and conditioner,let it sit,purple shampoos,highly recommend,well water,blonde hair,purple hue,works great,palm of my hand,leaves my hair,dry hair,works well,shampoo i have ever,minutes and rinse,best purple,works better,blonde highlights,smells good,smells great,little bit,2022-03-16 00:52:07.249145
B09JTSYBX6,2022,3,16,2022-03-16 00:52:11.416970
B001D0BJNI,2022,3,16,2022-03-16 00:52:15.587692
B001EO5WYU,2022,3,16,2022-03-16 00:52:19.760247
B000GI3UEE,2022,3,16,2022-03-16 00:52:31.359221
B001E51GY4,2022,3,16,2022-03-16 00:52:35.528847
B08B9PJTNG,2022,3,16,2022-03-16 00:52:39.698479
B00T6HMVDM,2022,3,16,2022-03-16 00:52:43.867030
B07F38DR63,2022,3,16,2022-03-16 00:52:48.103290
B09NSFT3V9,2022,3,16,2022-03-16 00:52:52.275270
B00HVEFPSA,2022,3,16,2022-03-16 00:52:56.445576
B09H13MJLD,2022,3,16,2022-03-16 00:53:00.619235
B004DBUAOS,2022,3,16,2022-03-16 00:53:04.790129
B00N54RME0,2022,3,16,2022-03-16 00:53:08.960847
B002UQAUGG,2022,3,16,silicon mix,shampoo and conditioner,back to life,natural hair,hair soft,human hair,works great,soft and manageable,hair extensions,love love love,smells great,soft and silky,virgin hair,deep conditioner,air dry,lace front,every time,much better,bring back,brazilian hair,2022-03-16 00:53:15.669487
B084PYPMWZ,2022,3,16,2022-03-16 00:53:19.853629
B00KJP8Y68,2022,3,16,sulfate free,carols daughter,black vanilla,shampoo and conditioner,smells good,goes a long,long way,color treated,love this shampoo,curly hair,daughter black,best shampoo,hair feeling,dry and brittle,highly recommend,soft and shiny,started using,absolutely love,like straw,little goes,2022-03-16 00:53:26.347963
B08YKF3GQF,2022,3,16,2022-03-16 00:53:30.509061
B08QBPB8MB,2022,3,16,2022-03-16 00:53:34.672414
B08Q863SXZ,2022,3,16,2022-03-16 00:53:38.851464
B09QD18SMZ,2022,3,16,2022-03-16 00:53:43.035110
B07J4YNS9P,2022,3,16,2022-03-16 00:53:47.222932
B07MC5BNGY,2022,3,16,blonda shampoo,purple shampoo,bottle,salon,blonde,grape,scent,unite,sealed,conditioner,shampoos,smell,2022-03-16 00:53:53.084847
B07N7LRJZF,2022,3,16,shampoo bars,highly recommend,shampoo and conditioner,lathers well,fine hair,works great,hair feeling,hair soft,conditioner bars,rosemary and peppermint,feels clean,pleasantly surprised,bar shampoo,love this shampoo,last long,soft and clean,easy to use,plastic bottle,rosemary and peppermint,long time,2022-03-16 00:53:59.500107
B077TBSVK8,2022,3,16,2022-03-16 00:54:03.714015
B086RG56J5,2022,3,16,2022-03-16 00:54:07.901458
B0725CQ787,2022,3,16,2022-03-16 00:54:12.100795
B079KPPTHW,2022,3,16,2022-03-16 00:54:16.290213
B01MTJ4OBX,2022,3,16,2022-03-16 00:54:20.474588
B01M01MQPB,2022,3,16,2022-03-16 00:54:24.647396
B09GXPGFGV,2022,3,16,2022-03-16 00:54:28.835786
B01J3BD0M6,2022,3,16,2022-03-16 00:54:33.032966
B08MB9GGH9,2022,3,16,2022-03-16 00:54:37.216115
B07V67M3T3,2022,3,16,2022-03-16 00:54:41.992196
B07NLHR4S6,2022,3,16,2022-03-16 00:54:46.180659
B084LJ99NR,2022,3,16,color treated,treated hair,smell,bottle,pump,colored,leaves,scent,2022-03-16 00:54:52.597011
B01BV3MP4S,2022,3,16,2022-03-16 00:54:56.813695
B075C1BN3F,2022,3,16,2022-03-16 00:55:00.999607
B00AZIZSOU,2022,3,16,2022-03-16 00:55:05.200935
B01LTIAUGU,2022,3,16,2022-03-16 00:55:09.391752
B01MQENV0C,2022,3,16,2022-03-16 00:55:13.581496
B0949F73KF,2022,3,16,2022-03-16 00:55:17.765829
B09PN4FLR9,2022,3,16,2022-03-16 00:55:21.959305
B008L3H99S,2022,3,16,2022-03-16 00:55:26.130464
B08HSGJ58P,2022,3,16,2022-03-16 00:55:32.338799
B07XFW5GKH,2022,3,16,shampoo,shine,conditioner,bottle,brilliance,salon,scent,sealed,2022-03-16 00:55:38.860668
B07HXTFFH4,2022,3,16,2022-03-16 00:55:43.057072
B07WX3DRYW,2022,3,16,2022-03-16 00:55:47.250208
B076S9XPYL,2022,3,16,2022-03-16 00:55:51.429162
B006MRPMPI,2022,3,16,2022-03-16 00:55:55.617925
B09BKNQWYM,2022,3,16,2022-03-16 00:55:59.810014
B015RJMUIS,2022,3,16,2022-03-16 00:56:03.992993
B00HTQRLWS,2022,3,16,2022-03-16 00:56:08.165236
B00G0NYS4U,2022,3,16,2022-03-16 00:56:12.338985
B07TD6RPFY,2022,3,16,blonde hair,shampoo and conditioner,fine hair,keep my hair,kenra,thick,bottle,cap,difference,purple,stylist,yellow,brightening,leaked,care,properly,uses,2022-03-16 00:56:18.700081
B09N2WQ5RF,2022,3,16,2022-03-16 00:56:22.908814
B06XHV8L11,2022,3,16,2022-03-16 00:56:27.102563
B000QU8QS2,2022,3,16,2022-03-16 00:56:31.294354
B00GOC7A9W,2022,3,16,2022-03-16 00:56:35.485103
B09DZ5QSQC,2022,3,16,2022-03-16 00:56:39.677874
B0892TRRRK,2022,3,16,2022-03-16 00:56:43.864459
